exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,1INCH-USD,d,2025-12-03,0.2033,0.2062,0.194,0.1982,0.1982,19019143,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-05,0.1884,0.1926,0.1785,0.1836,0.1836,46039471,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-08,0.1785,0.1822,0.1766,0.1772,0.1772,15149931,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-09,0.1772,0.1876,0.1739,0.1809,0.1809,13910700,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-12,0.1739,0.1767,0.1646,0.1717,0.1717,13428454,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-15,0.1662,0.1687,0.1563,0.1618,0.1618,16895249,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-17,0.1618,0.1633,0.1519,0.1528,0.1528,34116167,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-18,0.1528,0.1572,0.1446,0.1476,0.1476,17151896,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-19,0.1476,0.157,0.1467,0.1556,0.1556,12845647,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-22,0.153,0.1557,0.1513,0.1532,0.1532,11601652,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-24,0.1514,0.1517,0.1481,0.1505,0.1505,8925388,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-26,0.1464,0.15,0.1455,0.1459,0.1459,10230657,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2025-12-30,0.1425,0.1449,0.1416,0.1439,0.1439,10615733,1INCH-USD,CC,2026-01-04 15:28:03.571544
CC,1INCH-USD,d,2026-01-02,0.1505,0.156,0.149,0.1555,0.1555,15377593,1INCH-USD,CC,2026-01-04 15:28:03.571544
