exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,0xBTC-USD,d,2025-12-03,0.0912,0.0968,0.091,0.0968,0.0968,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-05,0.0962,0.0962,0.0882,0.0885,0.0885,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-08,0.0955,0.097,0.0933,0.097,0.097,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-09,0.097,0.0991,0.0936,0.0961,0.0961,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-12,0.09,0.0937,0.0881,0.0897,0.0897,42,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-15,0.09,0.091,0.0843,0.0843,0.0843,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-17,0.0829,0.0858,0.0771,0.0789,0.0789,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-18,0.0789,0.0845,0.0732,0.0757,0.0757,440,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-19,0.0757,0.0888,0.0755,0.0819,0.0819,280,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-22,0.079,0.0804,0.079,0.0796,0.0796,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-24,0.0807,0.0918,0.0699,0.0701,0.0701,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-26,0.0773,0.0784,0.0766,0.0775,0.0775,11,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2025-12-30,0.0737,0.0743,0.0729,0.0729,0.0729,59,0xBTC-USD,CC,2026-01-04 15:25:51.528706
CC,0xBTC-USD,d,2026-01-02,0.0704,0.0975,0.0688,0.0971,0.0971,0,0xBTC-USD,CC,2026-01-04 15:25:51.528706
