exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,ABL-USD,d,2025-12-12,0.0001,0.0001,0.0001,0.0001,0.0001,2002,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-15,0.0001,0.0001,0.0001,0.0001,0.0001,2002,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-17,0.0001,0.0001,0.0001,0.0001,0.0001,2261,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-18,0.0001,0.0001,0.0001,0.0001,0.0001,2155,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-19,0.0001,0.0001,0.0001,0.0001,0.0001,2106,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-22,0.0001,0.0001,0.0001,0.0001,0.0001,2174,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-24,0.0001,0.0001,0.0001,0.0001,0.0001,2003,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-26,0.0001,0.0001,0.0001,0.0001,0.0001,2226,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2025-12-30,0.0001,0.0001,0.0001,0.0001,0.0001,2094,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2026-01-02,0.0001,0.0001,0.0001,0.0001,0.0001,2062,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2026-01-05,0.0001,0.0001,0.0001,0.0001,0.0001,2096,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2026-01-06,0.0001,0.0001,0.0001,0.0001,0.0001,2265,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2026-01-07,0.0001,0.0001,0.0001,0.0001,0.0001,2028,ABL-USD,CC,2026-01-11 13:23:16.710459
CC,ABL-USD,d,2026-01-09,0.0001,0.0001,0.0001,0.0001,0.0001,1889,ABL-USD,CC,2026-01-11 13:23:16.710459
