exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,0X0-USD,d,2025-12-10,0.0108,0.0108,0.0108,0.0108,0.0108,32024,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-11,0.0106,0.0106,0.0103,0.0103,0.0103,10643,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-12,0.0102,0.0103,0.0095,0.0096,0.0096,26198,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-15,0.0094,0.0094,0.0094,0.0094,0.0094,19984,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-16,0.0091,0.0091,0.009,0.009,0.009,17911,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-17,0.0091,0.0091,0.0091,0.0091,0.0091,22132,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-18,0.0088,0.0088,0.0088,0.0088,0.0088,23873,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-19,0.0087,0.0087,0.0087,0.0087,0.0087,7774,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-22,0.009,0.009,0.009,0.009,0.009,7745,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-23,0.0086,0.0087,0.0086,0.0087,0.0087,12960,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-24,0.0084,0.0084,0.0084,0.0084,0.0084,7371,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-25,0.0084,0.0084,0.0084,0.0084,0.0084,7170,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-26,0.0082,0.0082,0.0082,0.0082,0.0082,10328,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-29,0.0084,0.0084,0.0084,0.0084,0.0084,11113,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-30,0.0084,0.0084,0.0084,0.0084,0.0084,17963,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2025-12-31,0.0084,0.0085,0.0084,0.0084,0.0084,7105,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-01,0.0084,0.0084,0.0084,0.0084,0.0084,30692,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-02,0.0079,0.0079,0.0079,0.0079,0.0079,6682,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-05,0.0089,0.0089,0.0089,0.0089,0.0089,22937,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-06,0.0092,0.0092,0.0092,0.0092,0.0092,22081,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-07,0.0098,0.0098,0.0098,0.0098,0.0098,10437,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-08,0.0091,0.0091,0.0091,0.0091,0.0091,8480,0X0-USD,CC,2026-01-11 15:26:06.118058
CC,0X0-USD,d,2026-01-09,0.0088,0.0088,0.0088,0.0088,0.0088,9317,0X0-USD,CC,2026-01-11 15:26:06.118058
