exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,1ART-USD,d,2025-12-10,0.0003,0.0003,0.0002,0.0002,0.0002,1508,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-11,0.0002,0.0002,0.0002,0.0002,0.0002,1496,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-12,0.0002,0.0002,0.0002,0.0002,0.0002,14,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-15,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-16,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-17,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-18,0.0002,0.0002,0.0002,0.0002,0.0002,2,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-19,0.0002,0.0002,0.0002,0.0002,0.0002,22,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-22,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-23,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-24,0.0002,0.0002,0.0002,0.0002,0.0002,2,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-25,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-26,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-29,0.0002,0.0002,0.0002,0.0002,0.0002,36,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-30,0.0002,0.0002,0.0002,0.0002,0.0002,7,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2025-12-31,0.0002,0.0002,0.0002,0.0002,0.0002,1,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-01,0.0002,0.0002,0.0002,0.0002,0.0002,5,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-02,0.0002,0.0002,0.0002,0.0002,0.0002,5,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-05,0.0002,0.0002,0.0002,0.0002,0.0002,44,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-06,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-07,0.0002,0.0002,0.0002,0.0002,0.0002,4,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-08,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
CC,1ART-USD,d,2026-01-09,0.0002,0.0002,0.0002,0.0002,0.0002,0,1ART-USD,CC,2026-01-10 09:56:06.983603
