exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,1INCH-USD,d,2025-12-15,0.1662,0.1687,0.1563,0.1618,0.1618,16895249,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-17,0.1618,0.1633,0.1519,0.1528,0.1528,34116167,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-18,0.1528,0.1572,0.1446,0.1476,0.1476,17151896,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-19,0.1476,0.157,0.1467,0.1556,0.1556,12845647,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-22,0.153,0.1557,0.1513,0.1532,0.1532,11601652,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-24,0.1514,0.1517,0.1481,0.1505,0.1505,8925388,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-26,0.1464,0.15,0.1455,0.1459,0.1459,10230657,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2025-12-30,0.1425,0.1449,0.1416,0.1439,0.1439,10615733,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-02,0.1505,0.156,0.149,0.1555,0.1555,15377593,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-05,0.1577,0.1627,0.1558,0.162,0.162,13246894,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-06,0.162,0.1668,0.1565,0.1638,0.1638,14185106,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-07,0.1638,0.1638,0.1542,0.1551,0.1551,11633340,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-09,0.1506,0.1536,0.148,0.1527,0.1527,11383505,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-12,0.151,0.1527,0.1445,0.1472,0.1472,20111500,1INCH-USD,CC,2026-01-14 09:02:43.940571
CC,1INCH-USD,d,2026-01-13,0.1472,0.1702,0.1472,0.1668,0.1668,18685675,1INCH-USD,CC,2026-01-14 09:02:43.940571
