exchangeCode,symbolCode,interval,date,open,high,low,close,adjusted_close,volume,symbol,exchange,download_timestamp
CC,1EARTH-USD,d,2025-12-15,0.0001,0.0001,0.0001,0.0001,0.0001,14097,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-16,0.0001,0.0001,0.0001,0.0001,0.0001,15976,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-17,0.0001,0.0001,0.0001,0.0001,0.0001,13761,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-18,0.0001,0.0001,0.0001,0.0001,0.0001,18688,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-19,0.0001,0.0001,0.0001,0.0001,0.0001,120844,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-22,0.0001,0.0001,0.0001,0.0001,0.0001,13252,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-23,0.0001,0.0001,0.0001,0.0001,0.0001,13332,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-24,0.0001,0.0001,0.0001,0.0001,0.0001,12639,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-25,0.0001,0.0001,0.0001,0.0001,0.0001,12227,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-26,0.0001,0.0001,0.0001,0.0001,0.0001,12997,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-29,0.0001,0.0001,0.0001,0.0001,0.0001,12748,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-30,0.0001,0.0001,0.0001,0.0001,0.0001,12281,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2025-12-31,0.0001,0.0001,0.0001,0.0001,0.0001,12855,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-01,0.0001,0.0001,0.0001,0.0001,0.0001,13382,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-02,0.0001,0.0001,0.0001,0.0001,0.0001,12113,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-05,0.0001,0.0001,0.0001,0.0001,0.0001,13879,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-06,0.0001,0.0001,0.0001,0.0001,0.0001,12138,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-07,0.0001,0.0001,0.0001,0.0001,0.0001,12391,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-08,0.0001,0.0001,0.0001,0.0001,0.0001,12175,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-09,0.0001,0.0001,0.0001,0.0001,0.0001,12225,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-12,0.0002,0.0002,0.0002,0.0002,0.0002,17932,1EARTH-USD,CC,2026-01-14 09:02:11.108565
CC,1EARTH-USD,d,2026-01-13,0.0002,0.0002,0.0002,0.0002,0.0002,14412,1EARTH-USD,CC,2026-01-14 09:02:11.108565
